Country,Year,Share below $1 a day,Share below $2.15 a day,Share below $3.65 a day,Share below $6.85 a day,Share below $10 a day,Share below $20 a day,Share below $30 a day,Share below $40 a day
Latvia,2010,0.6462735,1.7326765,3.834024,11.860033,24.193579,67.036194,86.412445,93.52857
Latvia,2011,0.3866967,1.0286086,3.0677962,11.231044,23.323542,67.548,85.83409,92.82861
Latvia,2012,0.4680606,1.0676994,2.7602365,10.397639,21.592728,65.07299,84.22359,92.641594
Latvia,2013,0.56813776,1.1653787,2.4909415,8.085175,17.41217,58.98984,80.21133,89.78665
Latvia,2014,0.34579152,0.79135585,1.9461993,7.123995,14.329198,52.972824,76.398705,87.72137
Latvia,2015,0.34125903,0.650311,1.6442465,4.874993,10.68441,47.215244,72.421974,85.83217
Latvia,2016,0.262011,0.64695126,1.4733037,4.593847,9.993233,44.246002,69.134125,83.21719
Latvia,2017,0.23771173,0.7972179,1.5373313,4.5455265,9.495487,40.215984,64.532814,80.2281
Latvia,2018,0.14547642,0.36000243,0.944254,3.0371244,7.128594,33.58917,60.22248,76.321785
Latvia,2019,0.20824063,0.2391008,0.8072517,2.631591,6.2581778,29.856972,57.30341,74.881836
Latvia,2020,0.20207828,0.45501179,0.8214101,2.4609966,5.311267,27.924484,52.818764,71.132774
Latvia,2021,0.22556165,0.39730492,0.74659014,2.0765896,4.4277353,22.8418,48.06995,66.9843
Lithuania,1993,0,6.617,30.459,76.406006,91.13,98.472,99.408,99.69
Lithuania,2004,1.0543666,2.707487,7.328969,21.609821,39.813187,81.51757,92.78374,96.827805
Lithuania,2005,0.74210393,1.7817268,4.3883166,14.941515,28.30429,76.51934,90.001015,95.39532
Lithuania,2006,0.445086,1.5230172,2.8744352,8.669577,17.001915,63.002747,84.33831,92.19435
Lithuania,2007,0.71106493,1.3395644,1.9032084,6.0816092,13.472934,51.010365,76.94068,88.28685
Lithuania,2008,0.6740303,1.389226,2.2757049,5.285956,12.00792,46.69571,73.653244,85.99824
Lithuania,2009,0.9817385,2.2432506,4.2866282,10.212684,20.62611,58.56141,80.34654,90.35055
Lithuania,2010,0.98632544,1.5343399,3.166679,10.416584,21.831734,62.666466,85.248276,94.21973
Lithuania,2011,0.44755405,0.70057505,1.5973642,7.005435,16.69707,57.18528,81.95159,92.71323
Lithuania,2012,0.6332132,0.94779253,2.0105636,6.9775343,16.589277,53.91044,79.328575,89.98344
Lithuania,2013,0.4503406,0.70500815,2.005179,5.773697,14.766161,52.774532,77.017395,88.25295
Lithuania,2014,0.5820244,1.262026,2.658277,6.311819,14.19945,48.40223,72.6607,86.23543
Lithuania,2015,0.4889042,0.7198586,1.4378501,4.7579827,12.21876,41.723015,68.19998,81.39655
Lithuania,2016,0.63173574,1.2705059,2.1976893,4.852972,10.0578,38.016804,65.00184,79.79171
Lithuania,2017,0.8108885,1.0225072,1.526167,4.4103303,8.097743,33.70405,60.25882,75.210754
Lithuania,2018,0.41841498,0.9250136,1.339721,2.8800223,6.2561207,27.024815,53.96204,72.18673
Lithuania,2019,0.33021274,0.54792964,0.68857956,1.6353098,3.8771582,21.902748,48.327618,67.67975
Lithuania,2020,0.09256515,0.18947333,0.63866746,1.6209345,3.179511,15.943707,40.51791,60.903275
Lithuania,2021,0.13562608,0.25060093,0.39523146,1.2309434,2.5583007,15.640731,39.59504,58.245735
Luxembourg,1985,0,0,0,0.23095526,0.47447762,6.4561353,24.9926,49.71654
Luxembourg,1986,0,0,0,0.22371663,0.22371663,4.680943,21.488825,41.20101
Luxembourg,1987,0,0,0,0.22584361,0.22584361,2.9712298,18.215,34.980186
Luxembourg,1988,0,0,0,0,0,1.6063521,15.436612,31.961554
Luxembourg,1989,0,0,0,0,0,0.96400166,11.485582,28.629505
Luxembourg,1990,0,0,0,0,0,0.9420219,8.737564,24.729198
Luxembourg,1991,0,0,0,0,0,1.458661,9.22895,22.963455
Luxembourg,1992,0,0,0,0,0,1.2392215,7.6342597,21.23796
Luxembourg,1993,0,0,0,0,0,0.72341216,6.4860253,20.703518
Luxembourg,1994,0,0,0,0,0.23040444,2.2282372,10.747485,23.989153
Luxembourg,1995,0,0,0,0,0.21631858,1.9284728,9.736298,22.996967
Luxembourg,1996,0,0,0,0.24130933,0.24130933,2.1997304,11.197433,23.481367
Luxembourg,1997,0,0,0,0,0.13900405,2.2465472,10.4874325,21.737091
Luxembourg,1998,0,0,0,0,0.22125964,1.4545062,10.728693,23.201305
Luxembourg,1999,0,0,0,0,0,1.4985664,9.205378,19.195581
Luxembourg,2000,0,0,0,0,0,1.7010556,9.487419,20.71033
Luxembourg,2001,0,0,0,0,0,1.1654822,8.489508,19.7466
Luxembourg,2002,0,0,0,0,0,0.9894642,5.955263,16.938583
Luxembourg,2003,0.067168504,0.07174669,0.0790925,0.5125837,0.6110961,1.6837772,7.9730043,17.896011
Luxembourg,2004,0.002104269,0.018192332,0.02091073,0.06595695,0.27421823,1.3279092,6.7721925,16.637014
Luxembourg,2005,0.014887437,0.03469405,0.09079808,0.14333159,0.22479673,1.3101448,7.0384407,15.778867
Luxembourg,2006,0,0,0.0037305127,0.043883357,0.161922,0.9421124,7.0334077,16.402529
Luxembourg,2007,0.0013708657,0.021916224,0.021916224,0.02751754,0.064115986,0.92015415,6.231048,15.595694
Luxembourg,2008,0,0,0,0.11213846,0.35137722,1.4332242,8.020885,17.87819
Luxembourg,2009,0.04411102,0.04411102,0.06821599,0.22408411,0.3161428,1.018685,6.9462204,18.208426
Luxembourg,2010,0,0,0.036835596,0.25549206,0.30083293,1.5200387,6.5885544,17.589672
Luxembourg,2011,0.032814775,0.11757935,0.13851243,0.20970598,0.23369558,1.2038084,8.819393,20.383974
Luxembourg,2012,0.02974587,0.043618947,0.060118277,0.33280018,0.3659372,1.5307177,9.745944,22.430792
Luxembourg,2013,0.06661214,0.08910331,0.1219678,0.25445467,0.28977868,1.8222762,8.968052,19.867945
Luxembourg,2014,0.12907404,0.13992491,0.19842365,0.2860938,0.3688882,1.557252,7.9339437,17.482067
Luxembourg,2015,0.18418404,0.30012453,0.35940728,0.6746562,0.91580355,3.27271,11.327633,21.778215
Luxembourg,2016,0.066433705,0.11721951,0.1326243,0.48788387,1.0368334,2.2019174,7.792889,18.127628
Luxembourg,2017,0.17703635,0.28312987,0.38217393,0.88405794,1.5695553,4.0224056,10.8004055,21.518633
Luxembourg,2018,0.092454724,0.28481787,0.37844923,0.66929704,1.0333663,3.5832133,10.553854,19.59401
Luxembourg,2019,0.101187475,0.101187475,0.12050393,0.25730953,0.3957644,2.1839647,8.65621,18.669094
Luxembourg,2020,0,0,0.0027626764,0.01967834,0.05333721,1.4192449,7.0502133,14.962604
Luxembourg,2021,0.02611577,0.050036773,0.10108614,0.32826662,0.6457962,2.6899185,6.163563,12.860626
Malaysia,1984,0,2.676,15.169001,39.449997,57.65,84.726,92.800995,95.911
Malaysia,1987,0,1.653,14.823,40.114998,58.666004,85.413,93.177,96.144005
Malaysia,1989,0,0.72400004,14.004999,39.949,59.074,86.071,93.601,96.415
Malaysia,1992,0,1.0029999,13.455001,37.059998,54.738,82.403,91.412994,95.060005
Malaysia,1995,0,1.447,13.2630005,35.995,53.408005,81.51,90.902,94.731995
Malaysia,1997,0,0,8.292,27.605,43.681,74.225006,86.520996,91.973
Malaysia,2003,0.064492464,1.5712516,8.244986,27.815994,44.796883,75.16045,87.53421,93.14658
Malaysia,2006,0.049375083,0.77013826,4.86737,22.379272,39.181156,71.582344,85.42924,91.96584
Malaysia,2008,0.023954947,0.69657385,5.3156657,22.079884,38.156784,69.50854,84.07613,90.96319
Malaysia,2011,0.0010712757,0.13992567,1.8443182,12.898733,26.90691,60.21387,77.418175,86.73025
Malaysia,2013,0.002855946,0.03397699,0.5823095,6.55225,17.228489,52.12801,72.63692,83.92141
Malaysia,2015,0,0.019036654,0.39128911,4.818305,13.633035,45.861156,67.015594,79.85711
Malaysia,2018,0,0.01102865,0.18773977,3.3909593,10.810907,39.96111,61.32983,74.99875
Malaysia,2021,0,0,0.09554703,2.2668283,8.570115,36.456047,58.097446,72.58531
Malta,2006,0.09954667,0.51195854,0.58957607,0.82714427,2.2498517,20.205149,47.335835,70.402756
Malta,2007,0.21482769,0.4103244,0.6552323,1.1257546,2.3058946,17.263653,41.964935,63.920403
Malta,2008,0.06501923,0.109011516,0.23869061,0.5894222,1.0000149,16.638058,40.34349,62.981647
Malta,2009,0.21754006,0.43044543,0.5370929,1.0006418,1.79468,17.462095,42.747337,65.31647
Malta,2010,0.13144648,0.21927387,0.26640952,0.4630603,1.2655871,15.97333,41.04709,63.320934
Malta,2011,0.16405298,0.1857052,0.38101634,0.5631803,0.9475762,15.649125,38.543198,62.146313
Malta,2012,0.025884604,0.11772207,0.2744575,0.4389185,1.0108994,14.302299,35.78169,59.78679
Malta,2013,0,0.029666146,0.029666146,0.19352913,0.7619576,11.532409,31.963943,55.424767
Malta,2014,0,0,0.025454763,0.14190029,0.6123428,9.554677,28.620604,50.188053
Malta,2015,0.08437797,0.08437797,0.09578569,0.288894,0.6327716,9.402402,28.652847,50.95395
Malta,2016,0.075444035,0.09208711,0.18186459,0.29847062,0.5222702,8.09062,24.64222,44.92654
Malta,2017,0.09683461,0.15988651,0.21544932,0.3113678,0.7243747,7.800585,24.344538,44.346027
Malta,2018,0.03545226,0.10338061,0.23056294,0.2830555,0.54700327,6.934974,22.850126,41.40225
Malta,2019,0.15508062,0.30468178,0.44397333,0.6822555,1.171085,6.457016,19.152409,38.520794
Malta,2020,0.13211298,0.25567448,0.68466556,0.8338295,1.1814978,5.3277326,17.9125,35.120228
Mexico,1984,0.9699841,8.306812,25.528759,53.802647,69.89983,90.1133,95.214066,97.22608
Mexico,1989,1.7104503,8.705063,23.511093,53.500195,71.292015,90.399826,95.35354,97.34074
Mexico,1992,0.8739488,7.8659563,20.919777,49.00413,65.34131,86.75777,92.7719,95.75234
Mexico,1994,1.0735894,7.933994,21.739141,47.642776,64.90078,86.348404,92.55042,95.02938
Mexico,1996,2.6821747,13.960938,32.055756,60.400158,75.29172,91.50084,95.58551,97.48179
Mexico,1998,3.2323697,15.237268,30.611654,56.72171,72.3355,89.93091,95.09306,97.26408
Mexico,2000,2.0764227,10.678649,23.646425,49.876587,66.059616,87.100136,93.16338,95.80649
Mexico,2002,1.1505291,7.5212464,20.632746,47.04509,64.98033,86.90825,93.211426,95.80456
Mexico,2004,1.6326321,7.150816,17.658955,44.16121,62.747746,85.6675,92.84843,95.98747
Mexico,2005,1.704963,7.800171,17.752846,42.927883,60.6906,85.596466,92.98704,95.880585
Mexico,2006,0.87690705,5.3540764,14.992516,39.660255,58.706535,84.239426,91.92583,95.14613
Mexico,2008,1.0361146,5.982281,16.618162,40.244324,57.82327,83.11055,91.515076,95.05698
Mexico,2010,0.8296862,4.704363,14.339868,40.182083,59.223045,84.83613,92.692924,95.89624
Mexico,2012,0.71921575,4.1995993,13.454024,37.342216,57.037045,83.567245,91.280334,94.647865
Mexico,2014,0.55264753,3.9831142,13.092414,40.341408,60.55029,85.431595,92.50357,95.612816
Mexico,2016,0.20445007,2.3163962,8.863668,31.419191,51.993145,81.705925,91.02251,94.63371
Mexico,2018,0.1814935,1.8759747,7.8296037,28.796015,49.679832,81.078735,90.89891,94.78395
Mexico,2020,0.25255737,2.1319396,8.188233,30.269924,50.793163,82.101036,91.555214,95.22821
Mexico,2022,0.13283995,1.1796793,4.6912513,21.771826,41.380135,77.331154,89.25302,94.02715
Micronesia (country) (urban),2000,24.77208,43.482056,60.3203,78.36991,86.88315,95.7581,97.96844,98.865395
Montenegro,2012,0.90204906,3.0313168,10.432218,26.30797,40.91367,73.48754,89.91951,95.70185
Montenegro,2013,0.5102267,3.0291824,8.158621,23.269638,39.64089,73.83406,90.076324,95.82365
Montenegro,2014,0.18755466,1.6274612,8.448237,22.60904,36.957558,72.02792,88.68113,95.67186
Montenegro,2015,0.00625986,1.3457713,7.968109,21.251894,35.90434,73.56275,88.80266,95.25183
Montenegro,2016,1.2603421,2.4743311,5.9419265,17.340017,30.697664,68.78304,87.026985,94.097115
Montenegro,2017,1.4879638,3.3115063,7.02714,17.240088,28.809795,68.03531,87.23954,95.075
Montenegro,2018,0.85256195,2.839833,6.3299565,18.46461,30.525106,70.06984,88.04274,95.53596
Montenegro,2019,0.36548644,1.9976742,4.2157664,15.249843,27.732681,67.29622,86.87326,95.01377
Montenegro,2020,0.60774016,1.7676241,4.1563554,15.40526,29.28966,68.73338,87.84457,95.659546
Montenegro,2021,0.7585972,1.9771242,3.6897604,12.192782,23.35068,62.13392,85.83272,94.53187
Namibia,1993,30.112001,53.517002,67.434,80.407,86.254,93.561,96.155,97.424
Nepal,1984,13.420001,68.462006,91.669,98.578,99.65,100,100,100
Netherlands,1983,0.45828018,0.45828018,1.4720399,2.9853399,3.9898746,14.733399,49.995716,71.24241
Netherlands,1987,0.24944825,0.24944825,0.45157698,0.73547566,0.9553413,10.971591,41.740955,66.49114
Netherlands,1990,0.7451529,0.9527308,1.4740509,1.7456565,1.9823358,7.4902215,28.245853,52.747894
Netherlands,1993,0.73663425,1.2487618,1.9661376,2.9745288,3.7271276,10.23783,33.460518,56.489975
Netherlands,1999,0.20289831,0.20289831,0.4925055,0.72733957,0.98732424,4.7483253,20.749783,43.237617
Netherlands,2004,0.0471141,0.23587565,0.4303915,0.77019024,1.3581268,6.287612,21.28962,41.201797
Netherlands,2005,0.062142093,0.14832005,0.20954502,0.45130146,1.1108915,5.334463,19.609015,40.039566
Netherlands,2006,0.02047748,0.045792855,0.110880904,0.2322434,0.76798743,4.594594,16.651472,36.52735
Netherlands,2007,0.013141209,0.02863133,0.058807764,0.4070524,0.8006691,3.9004505,13.896328,32.33386
Netherlands,2008,0.09634063,0.13360895,0.21176404,0.59096926,0.8049675,4.4392056,14.171867,31.670258
Netherlands,2009,0.08631959,0.1107701,0.24315906,0.4002139,0.61452883,3.7210436,14.412363,31.20095
Netherlands,2010,0.004219293,0.047438905,0.11009009,0.18897267,0.3481582,3.9086196,14.594526,31.876612
Netherlands,2011,0.09605309,0.09605309,0.17005347,0.37607855,0.45317063,3.905683,14.7230015,33.251415
Netherlands,2012,0.043602664,0.07584219,0.09333851,0.18823262,0.3822124,4.3084803,14.881764,33.623737
Netherlands,2013,0,0.08687879,0.15496214,0.28588238,0.6740279,5.139089,16.455198,35.947132
Netherlands,2014,0.008319818,0.05771296,0.20964344,0.38217857,0.621415,4.8601975,16.288748,34.728756
Netherlands,2015,0.0049877004,0.06166262,0.13333654,0.39457405,0.59766895,3.9507282,13.43791,29.689173
Netherlands,2016,0.006917471,0.045917112,0.15009616,0.35226965,0.6316139,3.825207,12.06002,26.951712
Netherlands,2017,0.03813649,0.18876624,0.29675797,0.4117699,0.90092784,3.6477644,11.86233,26.973259
Netherlands,2018,0.03919936,0.10091632,0.16558091,0.3736439,0.6644847,3.512617,11.474324,26.682594
Netherlands,2019,0.032967757,0.0957287,0.116570644,0.4009587,0.7629679,3.685295,11.777848,24.455114
Netherlands,2020,0.009469556,0.02796322,0.10918929,0.24456568,0.51928174,2.9810987,8.394562,19.717564
Netherlands,2021,0.046744272,0.06971744,0.120721154,0.29330617,0.4056692,2.7725391,8.042523,17.878145
Nicaragua,1993,17.482746,38.314228,58.638042,79.20195,88.40451,96.45519,98.29725,98.95007
Nicaragua,1998,9.313287,25.759579,48.04275,74.158646,85.69604,95.8263,97.858864,98.58714
Nicaragua,2001,3.4649696,17.814484,40.095337,69.00671,81.88976,94.45917,97.22249,98.367676
Nicaragua,2005,0.9920132,9.098515,29.298916,61.021606,77.43844,92.91053,96.38155,98.173836
Nicaragua,2009,0.7878779,8.276645,24.242998,57.065804,75.37855,93.521324,97.34999,98.57262
Nicaragua,2014,0.33111647,3.9410286,14.441278,42.085842,62.82639,88.80103,94.600784,96.93905
North Macedonia,2009,4.14863,9.767671,18.609692,40.791103,61.527843,89.61308,96.50265,98.64455
North Macedonia,2010,6.044057,10.448227,17.933939,37.799797,57.550995,89.80271,97.18643,99.14192
North Macedonia,2011,3.9316058,9.087074,15.538589,37.196117,56.171684,88.65214,96.8577,99.12675
North Macedonia,2012,2.5454943,6.9127917,14.142021,35.726677,55.042965,88.78787,96.9605,99.24279
North Macedonia,2013,1.2005229,5.2256985,12.036676,34.123234,55.009228,89.18551,97.563774,99.423615
North Macedonia,2014,1.5414232,4.5167346,10.509135,29.806128,51.055378,88.04272,97.06748,99.37075
North Macedonia,2015,1.7374767,5.5025377,10.111857,28.760784,47.567917,86.13791,96.37755,99.13121
North Macedonia,2016,1.3402262,4.2366357,9.668136,24.949226,41.710808,84.6567,96.20677,98.98803
North Macedonia,2017,1.6322911,4.4940066,9.201423,23.062979,39.668076,82.57054,95.89625,98.98999
North Macedonia,2018,0.74707687,3.3985562,7.1148715,20.801323,37.85544,81.4923,95.64476,99.05664
North Macedonia,2019,0.9364994,2.6633506,7.4564924,18.97973,33.411373,75.174446,93.8584,98.409996
Norway,1979,0.22752123,0.22752123,0.48479712,1.2463298,2.7090013,30.244059,66.49937,82.996895
Norway,1986,0,0.24487592,0.24487592,0.4866951,0.97644746,8.988311,38.490887,64.49494
Norway,1991,0.23943663,0.47524884,0.47524884,0.7228286,0.99261796,6.96346,33.232956,60.499107
Norway,1995,0.22356892,0.4910345,0.4910345,0.7486417,1.2278806,8.246828,31.986847,59.745197
Norway,2000,0.23508184,0.23508184,0.23508184,0.48775077,0.7486728,3.9834876,18.239098,43.747517
Norway,2003,0.13999952,0.20452435,0.23213725,0.36014158,0.65049577,3.619771,14.913265,36.886803
Norway,2004,0.22810993,0.2648449,0.3098224,0.57435143,0.98731816,4.2701626,14.82456,37.273632
Norway,2005,0.1420971,0.20196272,0.27460134,0.49488148,0.8296392,3.8662949,13.038877,32.76714
Norway,2006,0.09164854,0.13099638,0.26771924,0.67345166,1.0990874,4.3302903,13.313775,30.747086
Norway,2007,0.087085344,0.12668282,0.28360906,0.5245945,0.65071523,3.3316095,8.92307,24.123468
Norway,2008,0.14506258,0.2267255,0.29420188,0.4604795,0.7685062,2.9213886,9.355403,21.453947
Norway,2009,0.03343708,0.086947724,0.12978327,0.31347945,0.5680128,2.7113264,8.56078,20.548115
Norway,2010,0.10823045,0.15098813,0.16544491,0.3863586,0.7019746,2.442086,7.9340296,20.438402
Norway,2011,0.047678746,0.09757115,0.14031065,0.2504034,0.49705884,1.8732479,6.6857085,17.885384
Norway,2012,0.104215145,0.117306806,0.18101548,0.33607364,0.5414402,2.0390363,6.5962515,16.509071
Norway,2013,0.08724085,0.13043559,0.18649827,0.4300463,0.639063,1.9619565,6.083442,14.132555
Norway,2014,0.08927184,0.11292123,0.14360043,0.35155132,0.5753819,2.2763255,6.309201,14.391886
Norway,2015,0.0909974,0.17004924,0.21711041,0.3785462,0.67949814,2.13335,6.3891506,14.098875
Norway,2016,0.18594967,0.28067333,0.42583862,0.73265415,1.0661345,2.6695588,7.7354884,15.325562
Norway,2017,0.17013419,0.29165247,0.34529647,0.59232986,0.9448651,2.7703395,6.9462724,15.22226
Norway,2018,0.2074264,0.25446132,0.29195085,0.48678726,0.6275493,2.466773,6.9569974,15.06127
Norway,2019,0.13120869,0.15653396,0.25213578,0.5196604,0.7360652,2.455825,6.2944403,14.36518
Panama,1979,0,6.196,18.207,39.741,55.427998,81.044,90.395996,94.506004
Panama,1989,15.504268,22.412273,31.751724,50.118946,63.147068,83.7694,91.47189,94.778915
Panama,1991,12.899359,20.110653,28.77852,48.1468,62.02024,82.38907,90.29616,94.47084
Panama,1995,10.300164,15.194985,22.739529,39.29095,52.27164,76.54131,86.88452,91.60767
Panama,1997,8.333741,14.206259,21.760744,39.05603,53.098423,76.28653,85.88949,91.50712
Panama,1998,9.030451,14.458805,21.576313,38.69545,53.33363,77.544754,87.03994,92.00161
Panama,1999,7.5565367,12.275087,19.334713,36.499084,51.01719,75.8338,85.863625,91.00068
Panama,2000,5.293873,11.071512,18.278833,34.985577,49.363003,74.20852,84.99987,90.03146
Panama,2001,6.634453,14.045302,22.81495,39.952423,53.57664,77.57726,87.2144,91.951904
Panama,2002,2.7371047,9.564354,19.518402,37.143456,51.038067,75.36198,85.993095,90.54376
Panama,2003,3.1135168,9.879252,18.74229,35.802876,50.13592,74.57812,85.145935,90.22435
Panama,2004,2.3573902,8.747402,17.604208,34.72625,48.573643,74.009964,84.46684,89.901115
Panama,2005,2.0805938,8.564978,16.407042,34.485905,48.57755,73.722015,84.715485,90.34555
Panama,2006,3.1120794,9.389637,17.40708,33.87623,48.3175,74.0271,84.89387,90.18748
Panama,2007,1.2647831,6.665941,14.876364,30.481401,44.610832,72.04552,84.19618,90.20303
Panama,2008,0.30871046,4.0731487,10.519485,23.244385,36.70674,65.86358,80.77407,87.30017
Panama,2009,0.10051858,2.5282087,8.029662,23.011646,36.05515,65.52478,80.21471,87.29187
Panama,2010,0.41447276,3.3920667,9.06797,21.70791,33.88257,64.245895,79.45339,86.72483
Panama,2011,0.3695795,2.452237,7.2718472,18.33984,30.008783,60.24211,76.0959,84.67664
Panama,2012,0.47051328,3.4651458,8.6597185,18.760874,29.985146,59.33446,75.56307,84.01763
Panama,2013,0.18790631,2.2445593,7.0271173,18.164223,28.486044,57.541435,74.398,83.20923
Panama,2014,0.42999554,2.8937745,7.424878,16.835926,27.232508,56.085278,73.8262,83.07042
Panama,2015,0.16449043,1.5139548,5.570803,15.398765,24.43604,52.745937,70.52642,80.74642
Panama,2016,0.18947926,1.5169268,5.823321,14.520295,23.18752,50.182228,67.997025,78.29109
Panama,2017,0.37005284,2.0971286,5.3179164,13.975935,23.16041,49.210083,67.97999,78.656204
Panama,2018,0.17836274,1.4056449,4.409971,12.542126,20.769913,46.71057,64.81636,76.89464
Panama,2019,0.2817667,1.0040996,3.7361362,12.0776205,19.978374,45.898983,64.4377,76.10107
Panama,2021,0.34160778,1.1082573,4.3202276,12.851942,22.99017,51.87278,69.17376,79.27308
Panama,2023,0.22936572,1.2881935,4.406361,12.941328,22.425665,50.63323,68.482666,79.04986
Paraguay,1990,0.15145849,1.1892296,4.6634254,21.768887,42.034405,75.7068,89.09125,93.61631
Paraguay,1995,3.9782975,12.40302,23.497927,43.63851,58.241673,81.56587,90.12984,93.2263
Paraguay,1997,3.8194764,10.553168,20.361813,37.997097,51.145554,77.67431,87.826744,92.48928
Paraguay,1999,3.1569595,10.206738,20.36747,41.369904,56.73191,80.90214,90.106705,94.11961
Paraguay,2001,2.57127,8.94098,18.428589,39.534058,56.034626,81.63473,90.07425,93.864586
Paraguay,2002,3.455813,13.235834,27.232107,51.67339,66.65341,87.58967,94.383095,96.51978
Paraguay,2003,1.8341027,8.302468,19.984102,44.667133,61.599976,84.26661,92.2094,94.99788
Paraguay,2004,0.8588178,5.7077723,17.332758,42.78612,60.65888,84.904686,93.022995,95.72517
Paraguay,2005,1.205998,6.0722804,15.016791,39.147274,58.205338,82.677124,91.770615,94.77809
Paraguay,2006,1.2580683,7.947744,19.469818,43.820927,61.18477,85.75259,92.83034,95.352
Paraguay,2007,1.3258278,7.842305,16.681856,40.284626,57.981884,83.94382,92.21899,95.20163
Paraguay,2008,0.826821,4.321988,14.181721,37.24983,55.422615,81.918526,91.03497,94.69699
Paraguay,2009,0.7437828,5.767492,14.605594,35.67435,53.629547,82.110985,92.08939,95.16677
Paraguay,2010,0.949123,5.4597416,13.517568,34.051777,50.905888,81.104935,90.33188,94.395386
Paraguay,2011,1.0864732,5.048014,12.93567,32.24868,47.260406,77.416214,88.47925,93.2233
Paraguay,2012,0.44006366,3.33131,10.160445,26.997849,42.93976,76.358955,88.162415,93.26388
Paraguay,2013,0.4960994,1.7875661,6.8001523,23.2531,39.69358,71.133064,85.528366,91.45371
Paraguay,2014,0.19830346,2.413888,7.580708,22.645548,37.7846,71.537384,85.46433,91.39112
Paraguay,2015,0.14644252,1.8913445,7.1435637,22.605844,37.962463,70.85205,85.02989,91.27003
Paraguay,2016,0.07252727,1.6942916,7.1810164,23.675323,40.482716,72.563156,86.256905,91.97289
Paraguay,2017,0.010952388,0.98143935,5.21442,21.037663,38.593945,72.38229,86.58915,92.558846
Paraguay,2018,0.059447885,1.4066867,5.770318,19.636253,35.840675,70.45527,85.03297,91.71906
Paraguay,2019,0.01599362,1.0115106,5.1173153,19.655186,35.120872,69.79037,84.27135,91.412254
Paraguay,2020,0.07524189,0.81328356,5.167429,22.310211,39.539707,73.988556,87.48533,93.520996
Paraguay,2021,0.020170014,0.6891791,4.1296644,20.80903,38.366364,74.03315,87.81832,93.5178
Paraguay,2022,0.14705378,1.3295585,5.60856,19.904827,37.11704,72.38959,86.78278,92.530136
Peru,1997,6.7509046,19.838614,35.931873,61.34309,75.32533,91.99849,96.54176,97.91675
Peru,1998,6.40079,19.447102,34.908516,62.280075,75.98039,91.0119,95.54997,97.337875
Peru,1999,6.31558,19.33591,36.308834,62.122353,76.942055,91.357185,95.31033,97.44444
Peru,2000,5.5654206,19.268625,35.35451,62.361973,77.94051,93.99441,96.75,98.46941
Peru,2001,5.7293353,20.254484,37.546124,63.91468,78.19218,93.70522,97.04723,98.42787
Peru,2002,4.9717903,17.54501,34.166664,60.197605,75.29723,91.73045,96.04423,97.66912
Peru,2003,2.8091094,14.664634,32.3318,59.43414,74.33179,91.5419,95.350006,97.16662
Peru,2004,3.6395059,16.311806,32.782547,59.759945,75.32385,92.542435,96.69202,98.11983
Peru,2005,4.523336,17.811798,35.17486,61.503983,76.97636,93.09531,96.81123,98.18773
Peru,2006,3.913461,15.597147,30.442507,55.861866,72.25406,91.39062,96.08399,97.87292
Peru,2007,2.9390411,13.215263,26.458326,50.303047,67.488846,89.4298,95.2159,97.290474
Peru,2008,2.0215786,10.917175,22.690424,46.402336,63.823063,88.86549,95.14429,97.46476
Peru,2009,1.5201948,8.811538,20.527592,44.554035,62.31498,87.7638,94.72469,97.189316
Peru,2010,0.90364146,6.8237686,17.820612,40.52538,59.084343,86.97145,94.630394,97.18291
Peru,2011,0.743277,6.5040245,16.276915,38.069458,56.46123,86.614395,94.42801,97.13417
Peru,2012,0.9068627,6.078547,14.804729,35.295254,53.33646,84.6739,93.508644,96.30884
Peru,2013,0.6887364,5.3963337,14.017539,34.510647,52.575565,84.151024,93.40795,96.66316
Peru,2014,0.5751805,4.824813,13.117711,33.377724,51.92045,84.21981,93.44025,96.73811
Peru,2015,0.5799067,4.7185483,12.751694,32.668167,52.14047,83.86076,93.2598,96.441765
Peru,2016,0.50799435,4.596183,12.448759,31.814745,50.43919,82.58716,92.64296,96.29066
Peru,2017,0.49438104,4.4970593,12.388027,32.62004,50.89638,83.32106,93.003815,96.48044
Peru,2018,0.3408587,3.5669863,10.662417,30.306704,49.147354,82.065285,92.41507,96.265114
Peru,2019,0.3136363,2.9770849,9.616295,28.791264,47.69088,81.74339,92.41591,96.18486
Peru,2020,0.9786332,5.8217554,17.371975,42.848957,62.023483,88.636635,95.47642,97.64954
Peru,2021,0.3120224,2.773094,9.989965,33.423717,55.024475,86.77178,94.994095,97.5662
Peru,2022,0.39560407,2.656552,9.48528,32.223312,53.54681,85.96467,94.47185,97.24643
Philippines,2000,0.71176183,14.450702,39.221928,68.80174,81.53591,94.7395,97.75449,98.82255
Philippines,2003,0.8179165,13.599289,37.342705,68.07806,81.55815,94.90487,97.81457,98.991066
Philippines,2006,0.79988015,14.935127,39.43218,67.9093,80.88503,94.586494,97.7943,98.92662
Philippines,2009,0.4452227,11.290484,35.294437,66.07882,79.8649,94.23411,97.67801,98.885544
Philippines,2012,0.44919252,10.938922,34.590214,64.892334,78.99235,93.657646,97.46881,98.687836
Philippines,2015,0.13593993,6.490449,27.080948,60.069496,76.18595,93.11944,97.15338,98.568535
